0,288.6816041
0.01,671.7274592
0.02,714.9353246
0.03,899.9386946
0.04,920.8068744
0.05,562.7447627
0.06,534.6318034
0.07,465.1469293
0.08,437.9081972
0.09,424.4874525
0.1,412.4259881
0.11,421.4966586
0.12,453.4267519
0.13,477.4667953
0.14,512.3695545
0.15,524.5147427
0.16,535.0233876
0.17,520.0614546
0.18,509.1442502
0.19,522.8000293
0.2,528.3316671
0.21,535.6254864
0.22,529.6029274
0.23,526.2575387
0.24,517.3483429
0.25,530.924904
0.26,532.7702852
0.27,531.2480631
0.28,527.7650908
0.29,542.4370817
0.3,560.7639984
0.31,533.9887335
0.32,538.2104451
0.33,545.0420546
0.34,532.5999036
0.35,535.1863294
0.36,546.9529269
0.37,534.7701206
0.38,550.2459227
0.39,537.2136186
0.4,564.8835439
0.41,540.1279189
0.42,555.2461922
0.43,569.6992858
0.44,577.5640824
0.45,572.0813794
0.46,555.3232097
0.47,538.4129959
0.48,559.6016104
0.49,539.0380427
0.5,547.2156246
0.51,535.6011761
0.52,540.5035757
0.53,556.2474197
0.54,547.3208295
0.55,558.8813134
0.56,561.9781504
0.57,560.8481413
0.58,550.2481232
0.59,577.0919179
0.6,545.7726206
0.61,551.8641285
0.62,564.8227682
0.63,578.8906695
0.64,567.2751731
0.65,565.6032122
0.66,547.9324637
0.67,522.6090049
0.68,524.8073044
0.69,522.4624097
0.7,536.52591
0.71,553.9131084
0.72,588.8282323
0.73,610.3799293
0.74,588.5518076
0.75,599.8133379
0.76,588.038148
0.77,623.1391618
0.78,598.9059984
0.79,615.3449908
0.8,603.2547103
0.81,577.7430564
0.82,535.4870644
0.83,530.1900418
0.84,523.8247288
0.85,526.8632001
0.86,531.0306328
0.87,530.8771217
0.88,551.6256362
0.89,575.2334385
0.9,565.0604222
0.91,564.8733797
0.92,592.2790354
0.93,580.1454784
0.94,615.6231969
0.95,540.9424183
0.96,539.2866992
0.97,523.7283259
0.98,544.4822893
0.99,568.3592861
1,587.2735266
1.01,575.7308563
1.02,592.599051
1.03,606.2234991
1.04,554.0369651
1.05,567.5131414
1.06,584.9394249
1.07,590.2659971
1.08,579.4085205
1.09,596.5271531
1.1,594.4040897
1.11,596.5657142
1.12,605.5336948
1.13,605.7570979
1.14,578.4061404
1.15,495.9947957
1.16,498.7936221
1.17,496.3109342
1.18,511.4265879
1.19,542.4656882
1.2,575.6226126
1.21,585.1273056
1.22,590.3347365
1.23,594.3361886
1.24,594.1623491
1.25,550.2558774
1.26,576.8368695
1.27,585.5286349
1.28,593.8940976
1.29,555.2658919
1.3,568.2577487
1.31,568.8071402
1.32,584.1837103
1.33,591.5347425
1.34,571.9194855
1.35,580.7532356
1.36,569.2303697
1.37,575.6438841
1.38,543.6371925
1.39,573.0767389
1.4,572.8688441
1.41,577.9488555
1.42,594.7525022
1.43,581.3111147
1.44,592.0769038
1.45,553.0947319
1.46,572.0047811
1.47,572.3724741
1.48,571.3972335
1.49,585.1016331
1.5,583.5436791
1.51,564.8129184
1.52,582.8101791
1.53,576.1244314
1.54,538.6821904
1.55,538.0675174
1.56,558.4056911
1.57,579.7237159
1.58,568.6355012
1.59,557.2941242
1.6,569.3182849
1.61,542.9227635
1.62,533.0313064
1.63,531.9554715
1.64,533.3076264
1.65,533.9805602
1.66,532.1978409
1.67,532.2931959
1.68,531.6728644
1.69,558.8880197
1.7,543.7152579
1.71,574.9185574
1.72,561.1510768
1.73,582.1571546
1.74,544.9965776
1.75,567.2117777
1.76,556.7766924
1.77,556.2241573
1.78,563.9856351
1.79,556.908408
1.8,555.8640088
1.81,570.0172056
1.82,519.6355007
1.83,528.0447639
1.84,522.0444195
1.85,529.0765888
1.86,534.1313469
1.87,558.1988441
1.88,574.5727646
1.89,583.4707483
1.9,571.4699548
1.91,574.9288264
1.92,571.7795966
1.93,570.9586005
1.94,566.3711867
1.95,563.9599626
1.96,567.0367856
1.97,577.6851099
1.98,555.4347017
1.99,555.6205916
2,552.3786264
2.01,565.3635673
2.02,554.9614894
2.03,554.0290014
2.04,550.1951016
2.05,544.5307003
2.06,481.9805447
2.07,472.8619871
2.08,476.4348656
2.09,470.1251938
2.1,469.8920456
2.11,470.5200264
2.12,468.8000736
2.13,465.7722904
2.14,460.806705
2.15,459.3371901
2.16,462.5716108
2.17,463.3195712
2.18,469.6793306
2.19,465.1001949
2.2,474.3706918
2.21,471.0002593
2.22,529.5457144
2.23,628.4913017
2.24,637.0762905
2.25,656.1573499
2.26,641.7762441
2.27,649.6922809
2.28,639.5542631
2.29,637.974828
2.3,635.1519009
2.31,636.1739807
2.32,627.0269214
2.33,637.5522272
2.34,638.0891492
2.35,627.9503979
2.36,626.9682414
2.37,623.4261699
2.38,616.6087065
2.39,633.1349854
2.4,628.2337384
2.41,631.4300171
2.42,632.2686171
2.43,632.7775614
2.44,631.2889755
2.45,633.0485372
2.46,631.0988942
2.47,634.0440015
2.48,615.6625963
2.49,622.6083174
2.5,619.4005123
2.51,619.5517181
2.52,612.2200712
2.53,606.9312219
2.54,618.2035451
2.55,631.7248841
2.56,590.3124171
2.57,622.5767769
2.58,623.118519
2.59,617.5133216
2.6,610.4959271
2.61,633.2057158
2.62,598.9153243
2.63,604.0258284
2.64,616.1236534
2.65,630.601686
2.66,588.4059459
2.67,609.1201954
2.68,622.6606054
2.69,567.8939327
2.7,605.2722544
2.71,624.6796166
2.72,549.8725712
2.73,591.1187432
2.74,603.0506925
2.75,586.1380686
2.76,614.8520788
2.77,543.1065576
2.78,590.0949868
2.79,573.0092569
2.8,617.295996
2.81,562.6401866
2.82,588.6334356
2.83,578.505582
2.84,585.9323743
2.85,595.4448214
2.86,532.8032927
2.87,471.0907941
2.88,421.4141923
2.89,416.1386507
2.9,416.8024682
2.91,423.7698799
2.92,448.636473
2.93,449.9850651
2.94,463.6295274
2.95,459.3996424
2.96,464.3282385
2.97,453.6935364
2.98,459.6541669
2.99,456.0787736
3,469.6333296
3.01,473.1979301
3.02,477.0974256
3.03,475.2735255
3.04,473.7581145
3.05,474.6572807
3.06,468.5305648
3.07,474.2465207
3.08,475.7706289
3.09,475.4920037
3.1,474.5146674
3.11,472.5153559
3.12,469.3615155
3.13,470.816046
3.14,471.9183917
3.15,474.9630454
3.16,474.4484428
3.17,472.2661755
3.18,469.6863512
3.19,470.984751
3.2,469.4688161
3.21,473.2919229
3.22,473.7834726
3.23,474.4647894
3.24,472.1240861
3.25,471.5537374
3.26,470.5947386
3.27,475.2556071
3.28,469.1147451
3.29,475.2758308
3.3,475.6421616
3.31,472.9254872
3.32,474.8733489
3.33,474.1526327
3.34,472.2785402
3.35,474.0714238
3.36,473.6091092
3.37,472.6022233
3.38,476.0049298
3.39,471.5234544
3.4,470.9085718
3.41,470.2953658
3.42,473.647356
3.43,471.9741377
3.44,472.9338701
3.45,470.8546071
3.46,469.6267281
3.47,476.8071692
3.48,476.4429341
3.49,474.5409686
3.5,475.6656336
3.51,474.8357308
3.52,476.8182765
3.53,470.0595979
3.54,474.5873886
3.55,474.5736617
3.56,474.0849411
3.57,473.1443846
3.58,474.1360766
3.59,473.4677533
3.6,471.4382636
3.61,474.4449849
3.62,474.5053414
3.63,472.0119654
3.64,472.2763397
3.65,470.6246025
3.66,468.3794638
3.67,474.3745689
3.68,480.5192031
3.69,475.0105134
3.7,472.687938
3.71,469.7782483
3.72,473.0871716
3.73,467.0765582
3.74,472.1335168
3.75,472.7054372
3.76,473.4555981
3.77,471.2082589
3.78,469.2094714
3.79,471.8393833
3.8,472.8640828
3.81,467.9125386
3.82,467.3958403
3.83,470.2396198
3.84,470.8141599
3.85,476.8330513
3.86,469.5413278
3.87,474.7596564
3.88,479.4037592
3.89,469.7242836
3.9,467.1964331
3.91,469.6921144
3.92,466.2329284
3.93,469.6230606
3.94,472.3421451
3.95,471.8973298
3.96,467.4351349
3.97,470.2823724
3.98,468.4960903
3.99,470.9243944
4,460.5606681
4.01,464.0068607
4.02,468.7694762
4.03,470.4010946
4.04,477.1409117
4.05,464.2152795
4.06,470.5484233
4.07,468.3893136
4.08,469.0501971
4.09,469.6726243
4.1,464.3927865
4.11,469.654182
4.12,459.5268523
4.13,468.9695121
4.14,467.2128844
4.15,465.187167
4.16,463.6999434
4.17,465.659541
4.18,466.7473215
4.19,469.2678371
4.2,466.8852195
4.21,469.8607146
4.22,465.4469308
4.23,467.9384207
4.24,469.7701798
4.25,465.4397006
4.26,461.5039491
4.27,464.6438531
4.28,469.0569034
4.29,464.1886639
4.3,466.5303103
4.31,464.0512899
4.32,463.7793709
4.33,463.8166746
4.34,460.2678969
4.35,460.0689088
4.36,464.1231729
4.37,462.0997607
4.38,466.1802212
4.39,465.012594
4.4,465.2430178
4.41,466.5552493
4.42,463.4345211
4.43,467.9247986
4.44,465.5981366
4.45,465.0590141
4.46,465.7799398
4.47,464.0172345
4.48,463.9777303
4.49,465.8476314
4.5,466.9348879
4.51,462.2130341
4.52,469.2139772
4.53,462.2653221
4.54,462.3461119
4.55,463.2333326
4.56,462.1363309
4.57,464.1096555
4.58,465.1324689
4.59,464.9056078
4.6,464.5506986
4.61,458.785179
4.62,460.9656649
4.63,458.0075642
4.64,464.3840893
4.65,461.9207867
4.66,464.1924362
4.67,462.0022052
4.68,460.8049236
4.69,457.0846116
4.7,458.2006843
4.71,457.7681289
4.72,460.702548
4.73,456.5823737
4.74,460.7914063
4.75,458.3986245
4.76,459.4411376
4.77,459.3135086
4.78,459.1468993
4.79,460.5247266
4.8,460.4201505
4.81,458.7541624
4.82,459.335304
4.83,457.8249227
4.84,463.7018295
4.85,456.170985
4.86,461.4581578
4.87,461.2224947
4.88,458.8113754
4.89,459.0187464
4.9,460.2552178
4.91,456.9519529
4.92,454.5647248
4.93,455.1301485
4.94,456.9385404
4.95,456.2006394
4.96,456.4942489
4.97,453.4229796
4.98,458.5860861
4.99,453.1177389
5,457.0998056
5.01,452.8872103
5.02,454.4201205
5.03,458.1038623
5.04,451.8582146
5.05,460.2860248
5.06,452.0840278
5.07,451.0993564
5.08,453.8035614
5.09,450.9179724
5.1,456.7510787
5.11,447.6548404
5.12,450.7260049
5.13,449.110314
5.14,448.1401031
5.15,446.4209886
5.16,449.8770311
5.17,453.7157509
5.18,451.3088231
5.19,449.0257519
5.2,452.1860891
5.21,447.8414638
5.22,448.6923238
5.23,449.4614509
5.24,451.6305152
5.25,449.2029446
5.26,447.9735986
5.27,450.3353638
5.28,451.5936306
5.29,447.9476117
5.3,448.3213824
5.31,447.2123304
5.32,446.8801596
5.33,448.7458693
5.34,448.802244
5.35,447.2353832
5.36,445.4335929
5.37,449.6319373
5.38,445.972401
5.39,446.2223149
5.4,447.0132375
5.41,449.2718936
5.42,440.6698247
5.43,445.2398441
5.44,443.0206922
5.45,446.7202566
5.46,439.5848734
5.47,444.7275467
5.48,440.9754846
5.49,441.4985749
5.5,437.2780159
5.51,438.7347469
5.52,439.5503989
5.53,438.6613969
5.54,439.8039804
5.55,437.9270586
5.56,441.5676287
5.57,438.4157792
5.58,433.678941
5.59,440.5681826
5.6,437.507811
5.61,435.784086
5.62,439.3749876
5.63,432.5702034
5.64,435.4014086
5.65,433.7078619
5.66,434.4102405
5.67,439.2687349
5.68,427.2376584
5.69,422.5105652
5.7,426.2360117
5.71,427.8401762
5.72,428.9030177
5.73,424.5121819
5.74,426.8413588
5.75,423.2586304
5.76,424.561536
5.77,424.6377152
5.78,421.4725579
5.79,431.4503584
5.8,424.9988068
5.81,422.331696
5.82,422.0654355
5.83,422.7069336
5.84,427.5964446
5.85,423.4171712
5.86,424.6579389
5.87,424.2715939
5.88,424.7373664
5.89,422.8659984
5.9,418.7388034
5.91,421.3519496
5.92,427.0977694
5.93,424.5302051
5.94,422.8740669
5.95,416.6949581
5.96,415.134594
5.97,414.9876844
5.98,416.4083691
5.99,420.1242801
6,418.9914418
6.01,419.7135201
6.02,420.0729351
6.03,420.6612021
6.04,421.9741671
6.05,420.6416072
6.06,416.9002333
6.07,415.7268429
6.08,416.7255555
6.09,424.0230422
6.1,418.4223506
6.11,422.120448
6.12,420.6125816
6.13,418.1703409
6.14,418.2133031
6.15,415.4533521
6.16,419.3344054
6.17,420.1759395
6.18,420.399657
6.19,419.9964416
6.2,417.5847984
6.21,416.7406446
6.22,416.6957964
6.23,413.8278114
6.24,421.8034712
6.25,418.2214764
6.26,425.5193822
6.27,435.4816744
6.28,431.0121446
6.29,430.6396314
6.3,429.1511503
6.31,422.4859406
6.32,426.7322769
6.33,421.8378409
6.34,420.9340641
6.35,422.7029518
6.36,417.0371882
6.37,416.1533207
6.38,415.1661345
6.39,417.4985597
6.4,419.8804438
6.41,418.5340521
6.42,413.0592081
6.43,412.7999683
6.44,411.0182968
6.45,410.5068377
6.46,413.1515244
6.47,414.5942141
6.48,416.0512594
6.49,414.9813973
6.5,415.4533521
